"Name","Team","Kills","Assists","Deaths","HS%","Team_kill","All_entries_won","Bomb_planted","Bomb_defused","KPR","APR","DPR","ADR","TDH","TDA","5K","4K","3K","2K","1K","Trade_kill","Trade_death","1v1","1v1_won","1v2","1v2_won","1v3","1v3_won","1v4","1v4_won","1v5","1v5_won","Utility","Map","Year","Map_Type","Event","Flashed_opponents_for","CT_entry_attempts","CT_entry_attempts_won","T_entry_attempts","T_entry_attempts_won"
"NiKo","G2 Esports",32,4,20,40.62,0,4,1,0,0.94,0.12,0.59,93.6,3183,393,0,1,1,7,11,6,4,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",64.75,7,2,4,2
"huNter","G2 Esports",23,10,24,34.78,0,2,0,0,0.68,0.29,0.71,85.6,2909,431,0,0,2,4,9,4,5,0,0,1,1,0,0,1,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",85.72,4,2,2,0
"nexa","G2 Esports",24,3,25,37.5,0,0,11,0,0.71,0.09,0.74,80.8,2748,488,0,0,0,8,9,4,3,0,0,1,1,0,0,1,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",137.65,3,2,0,0
"AmaNEk","G2 Esports",23,5,22,39.13,0,4,0,0,0.68,0.15,0.65,69.3,2357,166,0,1,1,2,12,3,3,0,0,2,0,0,0,0,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",89,5,4,4,2
"JaCkz","G2 Esports",15,2,21,66.67,0,2,0,0,0.44,0.06,0.62,48.8,1658,179,0,0,0,4,7,5,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","07-11-2021","BO1","PGL Major Stockholm 2021",59.01,3,0,2,2
"FL1T","Virtus.Pro",14,3,19,42.86,0,4,0,0,0.54,0.12,0.73,64.3,1672,161,0,0,0,2,10,1,3,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",18.65,6,1,4,2
"cadiaN","Heroic",17,7,14,11.76,0,2,1,0,0.65,0.27,0.54,73.5,1911,128,0,0,1,4,6,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",64.62,3,2,2,0
"refrezh","Heroic",23,2,15,47.83,0,4,2,0,0.88,0.08,0.58,89.3,2321,420,0,0,1,5,10,1,4,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",32.41,2,2,4,3
"Qikert","Virtus.Pro",10,2,17,70,0,4,1,0,0.38,0.08,0.65,44,1143,178,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",56.51,1,1,4,1
"stavn","Heroic",19,2,13,36.84,0,4,2,1,0.73,0.08,0.5,65.3,1697,185,0,1,1,3,6,2,2,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",36.88,3,2,4,1
"YEKINDAR","Virtus.Pro",19,2,17,73.68,0,6,1,0,0.73,0.08,0.65,81.9,2130,303,0,0,1,4,8,0,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",45.86,3,1,6,4
"sjuush","Heroic",16,4,14,56.25,0,4,0,0,0.62,0.15,0.54,69.6,1809,287,0,0,2,1,8,2,0,0,0,2,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",86.34,1,1,4,3
"TeSeS","Heroic",13,6,13,76.92,0,2,3,1,0.5,0.23,0.5,61.7,1605,414,0,0,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",41.21,1,0,2,1
"Jame","Virtus.Pro",13,4,19,23.08,0,1,3,0,0.5,0.15,0.73,62.9,1636,112,0,0,0,2,9,4,0,0,0,1,0,0,0,0,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",106.31,0,0,1,1
"buster","Virtus.Pro",13,2,16,46.15,0,1,3,0,0.5,0.08,0.62,60.5,1574,229,0,0,1,2,6,2,1,0,0,0,0,0,0,1,0,0,0,233272,"de_mirage","05-11-2021","BO1","PGL Major Stockholm 2021",32.24,0,0,1,0
"cadiaN","Heroic",19,4,18,26.32,0,1,1,0,0.66,0.14,0.62,73.1,2119,187,0,0,0,6,7,6,2,0,0,1,0,1,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",89.49,1,0,1,0
"Jame","Virtus.Pro",28,10,16,21.43,0,2,0,0,0.97,0.34,0.55,103,2988,191,0,0,3,4,11,3,5,0,0,0,0,1,0,1,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",136.6,6,5,2,2
"YEKINDAR","Virtus.Pro",14,7,17,50,0,1,2,0,0.48,0.24,0.59,70.7,2050,247,0,0,1,3,5,1,1,0,0,1,0,0,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",80.72,1,1,1,1
"FL1T","Virtus.Pro",26,10,20,46.15,0,1,1,1,0.9,0.34,0.69,86.9,2521,407,0,0,2,5,10,4,4,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",57.69,6,5,1,1
"refrezh","Heroic",11,2,24,63.64,0,4,2,0,0.38,0.07,0.83,41.4,1201,213,0,0,1,0,8,2,3,0,0,0,0,1,1,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",87.63,3,0,4,0
"stavn","Heroic",16,4,23,18.75,0,2,2,2,0.55,0.14,0.79,65.1,1887,260,0,0,2,4,2,5,1,0,0,1,1,0,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",59.63,2,0,2,1
"TeSeS","Heroic",21,8,26,66.67,0,3,0,0,0.72,0.28,0.9,87.7,2542,547,0,0,1,5,8,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",44.01,7,4,3,1
"sjuush","Heroic",21,6,17,38.1,0,1,3,1,0.72,0.21,0.59,69.4,2013,419,0,0,2,3,9,3,2,0,0,0,0,1,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",110.1,5,2,1,1
"Qikert","Virtus.Pro",15,3,18,60,0,1,6,1,0.52,0.1,0.62,62,1798,220,0,0,0,4,7,1,4,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",89.31,4,1,1,0
"buster","Virtus.Pro",25,2,17,40,0,6,2,0,0.86,0.07,0.59,83.6,2423,270,0,0,1,8,6,2,5,0,0,1,1,0,0,2,0,0,0,233272,"de_ancient","05-11-2021","BO1","PGL Major Stockholm 2021",25.93,1,0,6,4
"stavn","Heroic",11,2,17,18.18,0,3,0,0,0.39,0.07,0.61,53.9,1509,319,0,0,0,3,5,1,2,0,0,1,1,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",57.67,3,1,3,0
"Qikert","Virtus.Pro",15,4,19,33.33,0,3,0,0,0.54,0.14,0.68,63.4,1774,248,0,0,0,3,9,1,3,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",88.58,2,1,3,2
"FL1T","Virtus.Pro",17,4,19,52.94,0,4,1,0,0.61,0.14,0.68,67.7,1895,353,0,0,0,5,7,7,6,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",32.81,2,0,4,2
"TeSeS","Heroic",24,2,14,58.33,0,6,1,0,0.86,0.07,0.5,86.9,2432,396,0,1,2,3,8,5,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",56.03,3,1,6,5
"cadiaN","Heroic",20,6,15,35,0,1,3,0,0.71,0.21,0.54,71.1,1991,194,0,0,0,4,12,6,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",123.19,3,3,1,1
"Jame","Virtus.Pro",13,1,14,38.46,0,1,1,0,0.46,0.04,0.5,48,1345,26,0,0,1,2,6,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",122.53,2,2,1,0
"sjuush","Heroic",16,5,15,56.25,0,3,3,0,0.57,0.18,0.54,68.8,1926,306,0,0,0,3,10,3,1,0,0,0,0,1,0,0,0,1,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",84.88,4,2,3,1
"YEKINDAR","Virtus.Pro",19,4,18,36.84,0,5,2,0,0.68,0.14,0.64,73.6,2062,266,0,1,1,2,8,2,3,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",46.33,7,3,5,3
"buster","Virtus.Pro",14,6,15,35.71,0,1,1,1,0.5,0.21,0.54,61.9,1733,159,0,0,1,3,5,4,2,1,1,1,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",69.42,1,0,1,0
"refrezh","Heroic",14,4,17,71.43,0,1,1,0,0.5,0.14,0.61,58.2,1631,275,0,0,2,1,6,1,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","05-11-2021","BO1","PGL Major Stockholm 2021",91.54,1,1,1,0
"Grim","Team Liquid",19,5,14,63.16,0,4,1,0,0.79,0.21,0.58,82,1969,303,0,0,2,5,3,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",50.65,2,2,4,1
"dycha","ENCE",8,6,21,50,0,5,0,0,0.33,0.25,0.88,50.7,1217,160,0,0,0,1,6,1,2,0,0,0,0,0,0,1,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",73.12,5,4,5,0
"Stewie2K","Team Liquid",27,4,14,40.74,0,3,3,1,1.12,0.17,0.58,100.4,2409,223,0,0,3,4,10,4,4,0,0,2,2,0,0,0,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",83.96,1,1,3,3
"hades","ENCE",13,3,15,0,0,1,0,0,0.54,0.12,0.62,50.1,1202,158,0,0,1,3,4,2,0,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",51.6,3,1,1,0
"NAF","Team Liquid",19,6,12,42.11,0,0,3,0,0.79,0.25,0.5,71.7,1721,143,0,0,1,5,6,4,3,0,0,0,0,1,0,1,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",89.39,1,0,0,0
"EliGE","Team Liquid",10,6,14,70,0,1,1,0,0.42,0.25,0.58,57.1,1370,133,0,0,1,1,5,1,3,0,0,0,0,1,0,0,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",84.04,2,1,1,0
"Spinx","ENCE",15,4,20,40,0,4,1,1,0.62,0.17,0.83,66.1,1587,299,0,0,1,2,8,3,5,0,0,0,0,0,0,1,0,1,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",53.69,0,0,4,2
"doto","ENCE",16,7,13,62.5,0,2,1,1,0.67,0.29,0.54,70.5,1693,239,0,0,2,2,6,4,2,0,0,0,0,0,0,1,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",108.2,1,0,2,2
"Snappi","ENCE",16,3,20,68.75,0,0,1,0,0.67,0.12,0.83,87.1,2090,317,0,0,0,4,8,2,5,0,0,0,0,0,0,1,0,2,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",78.24,3,2,0,0
"FalleN","Team Liquid",14,7,14,50,0,4,2,1,0.58,0.29,0.58,76.8,1843,218,0,0,1,2,7,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","31-10-2021","BO1","PGL Major Stockholm 2021",133.97,6,1,4,4
"Forester","Entropiq",16,6,17,25,0,1,2,1,0.64,0.24,0.68,60.3,1508,182,0,0,0,6,5,5,3,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",61.86,4,1,1,1
"Grim","Team Liquid",11,1,19,45.45,0,2,0,1,0.44,0.04,0.76,48.8,1220,210,0,0,0,2,7,1,3,0,0,0,0,1,0,1,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",91.72,5,1,2,1
"Stewie2K","Team Liquid",15,7,17,60,0,3,1,0,0.6,0.28,0.68,71.8,1796,231,0,0,2,1,7,2,2,0,0,1,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",56.67,2,1,3,1
"NAF","Team Liquid",22,8,17,50,0,2,1,1,0.88,0.32,0.68,106.5,2662,496,0,0,2,3,10,4,6,0,0,1,0,2,0,0,0,1,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",84.53,1,1,2,0
"EliGE","Team Liquid",17,4,18,64.71,0,3,1,0,0.68,0.16,0.72,79.7,1992,196,0,0,1,3,8,1,2,0,0,1,0,0,0,0,0,1,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",56.76,2,2,3,1
"FalleN","Team Liquid",14,9,18,21.43,0,1,2,0,0.56,0.36,0.72,56.8,1420,132,0,0,0,1,12,6,5,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",151.16,4,2,1,0
"Krad","Entropiq",18,4,17,33.33,0,1,0,0,0.72,0.16,0.68,84.7,2117,382,0,0,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",44.04,4,3,1,1
"Lack1","Entropiq",23,2,14,47.83,0,4,4,0,0.92,0.08,0.56,87.8,2194,232,0,1,2,3,7,4,3,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",16.39,5,2,2,2
"NickelBack","Entropiq",12,5,17,50,0,1,4,0,0.48,0.2,0.68,64.3,1608,262,0,0,2,0,6,5,4,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",89.7,3,1,0,0
"El1an","Entropiq",19,6,16,26.32,0,4,1,1,0.76,0.24,0.64,86.3,2158,112,0,0,1,3,10,4,3,0,0,1,1,0,0,0,0,0,0,233272,"de_vertigo","31-10-2021","BO1","PGL Major Stockholm 2021",33.24,3,2,2,1
"KSCERATO","FURIA",25,5,14,44,0,4,0,1,1,0.2,0.56,102.4,2561,248,0,0,2,6,8,3,2,1,0,0,0,1,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",79.01,4,1,3,2
"VINI","FURIA",19,4,12,52.63,0,3,1,2,0.76,0.16,0.48,71.4,1784,209,0,0,1,4,8,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",62.81,4,3,0,0
"Grim","Team Liquid",10,3,18,30,0,1,1,1,0.4,0.12,0.72,37.4,936,115,0,0,0,3,4,3,1,1,1,0,0,0,0,0,0,1,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",50.55,5,0,1,1
"drop","FURIA",16,5,16,50,0,2,2,0,0.64,0.2,0.64,68,1699,322,0,0,0,2,12,3,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",71.62,4,2,0,0
"yuurih","FURIA",19,5,12,31.58,0,1,2,0,0.76,0.2,0.48,84.1,2102,396,0,0,0,4,11,3,6,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",70.97,1,1,0,0
"arT","FURIA",15,7,16,53.33,0,3,4,2,0.6,0.28,0.64,83.9,2097,142,0,0,1,3,6,2,8,0,0,1,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",69.09,7,0,3,0
"EliGE","Team Liquid",20,6,18,30,0,2,2,0,0.8,0.24,0.72,90.9,2272,264,0,1,0,5,6,7,4,0,0,1,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",80.31,2,1,2,2
"FalleN","Team Liquid",14,8,18,21.43,0,2,7,0,0.56,0.32,0.72,62.1,1552,181,0,0,0,5,4,5,4,0,0,1,1,3,0,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",138.43,0,0,2,0
"Stewie2K","Team Liquid",11,4,23,36.36,0,7,0,0,0.44,0.16,0.92,69.1,1727,307,0,0,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",67.03,5,1,7,2
"NAF","Team Liquid",13,9,18,38.46,0,1,2,0,0.52,0.36,0.72,69.7,1743,244,0,0,0,4,5,4,4,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",132.98,0,0,1,0
"dycha","ENCE",10,4,19,60,0,2,0,0,0.45,0.18,0.86,56,1231,168,0,0,1,1,5,1,2,0,0,0,0,1,1,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",25.91,4,1,2,2
"hades","ENCE",10,5,17,40,0,3,3,0,0.45,0.23,0.77,64,1409,146,0,0,1,1,5,1,2,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",28.49,1,0,3,3
"Spinx","ENCE",20,1,16,55,0,0,2,0,0.91,0.05,0.73,77.9,1713,247,0,0,1,4,9,5,6,0,0,2,1,1,0,1,0,1,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",16.86,2,1,0,0
"ropz","MOUZ",23,4,11,65.22,0,4,1,0,1.05,0.18,0.5,116.5,2564,269,0,0,2,5,7,0,1,0,0,1,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",43.47,4,3,4,2
"Bymas","MOUZ",20,6,15,55,0,1,0,0,0.91,0.27,0.68,99.7,2193,389,0,0,2,2,10,6,4,0,0,0,0,0,0,0,0,1,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",47.13,2,1,1,0
"frozen","MOUZ",21,6,12,52.38,0,1,0,1,0.95,0.27,0.55,96.1,2114,298,1,1,0,4,4,4,2,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",44.29,4,3,1,0
"acoR","MOUZ",15,5,13,33.33,0,1,2,0,0.68,0.23,0.59,66.2,1457,187,0,0,2,1,7,5,1,0,0,1,1,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",67.57,2,1,1,0
"doto","ENCE",13,4,21,69.23,0,3,2,0,0.59,0.18,0.95,66.5,1464,170,0,0,0,2,9,1,4,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",68.62,3,2,3,1
"dexter","MOUZ",13,4,11,46.15,0,2,2,2,0.59,0.18,0.5,61.5,1353,245,0,0,1,1,8,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",74.02,1,0,2,0
"Snappi","ENCE",9,2,19,55.56,0,1,1,0,0.41,0.09,0.86,59.1,1301,196,0,0,0,2,5,1,3,0,0,0,0,1,0,0,0,0,0,233272,"de_mirage","01-11-2021","BO1","PGL Major Stockholm 2021",12.13,3,1,1,1
"hades","ENCE",12,5,22,25,0,2,0,0,0.46,0.19,0.85,43.9,1141,65,0,0,2,1,4,1,4,0,0,0,0,1,0,1,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",88.31,2,2,2,0
"dycha","ENCE",19,4,22,42.11,0,1,0,0,0.73,0.15,0.85,89.4,2324,499,0,1,0,3,9,4,6,0,0,0,0,0,0,1,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",72.47,6,3,1,1
"dexter","MOUZ",18,8,15,38.89,0,3,2,0,0.69,0.31,0.58,80.1,2083,293,0,0,1,3,9,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",128.46,5,2,3,0
"doto","ENCE",13,9,18,46.15,0,2,0,1,0.5,0.35,0.69,62.2,1618,272,0,0,2,1,5,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",111.87,2,0,2,2
"frozen","MOUZ",26,6,18,50,0,3,1,0,1,0.23,0.69,118.2,3074,409,0,0,1,6,11,6,4,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",48.6,2,1,3,3
"acoR","MOUZ",21,7,13,14.29,0,0,3,0,0.81,0.27,0.5,80.3,2088,159,0,0,1,5,8,3,1,0,0,1,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",118.17,2,1,0,0
"Bymas","MOUZ",22,4,13,36.36,0,2,0,0,0.85,0.15,0.5,75.2,1955,287,0,0,1,5,9,5,4,0,0,1,0,0,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",87.68,1,0,2,2
"Spinx","ENCE",15,6,18,53.33,0,2,0,1,0.58,0.23,0.69,66.3,1723,233,0,1,1,1,6,2,2,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",39.99,4,2,2,0
"Snappi","ENCE",16,5,23,43.75,0,3,0,0,0.62,0.19,0.88,77.6,2018,368,0,0,1,2,9,3,5,0,0,1,1,0,0,1,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",23.97,2,2,3,1
"ropz","MOUZ",16,4,16,31.25,0,2,0,0,0.62,0.15,0.62,70.6,1835,306,0,0,0,5,6,3,2,0,0,0,0,1,0,0,0,0,0,233272,"de_vertigo","01-11-2021","BO1","PGL Major Stockholm 2021",23.24,6,3,2,1
"stavn","Heroic",19,8,21,52.63,0,3,4,1,0.7,0.3,0.78,83.2,2247,348,0,0,2,2,10,3,3,1,0,0,0,0,0,0,0,1,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",61.83,5,4,3,2
"TeSeS","Heroic",15,4,19,46.67,0,1,2,1,0.56,0.15,0.7,55.4,1496,247,0,0,0,4,7,3,3,0,0,1,0,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",95.48,1,1,0,0
"electronic","Natus Vincere",25,4,16,44,0,4,3,1,0.93,0.15,0.59,87.1,2352,263,0,2,1,4,6,2,1,1,1,1,1,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",72.11,3,2,4,1
"refrezh","Heroic",11,5,20,81.82,0,1,0,0,0.41,0.19,0.74,41.1,1111,274,0,0,0,2,8,2,4,0,0,1,1,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",49.16,5,5,1,1
"Perfecto","Natus Vincere",17,3,17,29.41,0,0,3,0,0.63,0.11,0.63,65.2,1761,238,0,0,2,3,6,5,5,0,0,2,1,0,0,0,0,1,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",29.43,2,1,0,0
"Boombl4","Natus Vincere",16,5,21,56.25,0,3,2,0,0.59,0.19,0.78,82.8,2235,193,0,0,1,3,7,5,4,0,0,0,0,1,1,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",34.23,3,0,3,2
"b1t","Natus Vincere",13,7,15,84.62,0,3,0,0,0.48,0.26,0.56,58.4,1577,298,0,1,0,3,4,1,1,0,0,1,1,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",100.3,6,3,3,1
"sjuush","Heroic",20,2,19,60,0,2,0,1,0.74,0.07,0.7,83.9,2265,327,0,0,0,6,8,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",66.55,2,1,0,0
"s1mple","Natus Vincere",19,5,17,68.42,1,0,2,0,0.7,0.19,0.63,86.3,2331,211,0,0,1,3,11,3,2,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",50.28,3,3,0,0
"cadiaN","Heroic",14,7,20,42.86,0,3,2,0,0.52,0.26,0.74,70.7,1908,341,0,0,0,2,10,2,5,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","31-10-2021","BO1","PGL Major Stockholm 2021",98.05,3,2,3,2
"electronic","Natus Vincere",20,4,14,50,0,2,1,0,0.8,0.16,0.56,89.7,2242,285,0,0,1,6,5,1,1,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",72.95,8,3,2,2
"Perfecto","Natus Vincere",13,4,12,46.15,0,3,2,0,0.52,0.16,0.48,56.4,1409,150,0,0,0,2,9,5,0,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",29.99,1,1,3,2
"Boombl4","Natus Vincere",14,2,14,42.86,0,3,2,0,0.56,0.08,0.56,55.6,1390,229,0,0,0,3,8,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",59.31,4,0,3,2
"s1mple","Natus Vincere",23,5,12,39.13,0,0,3,0,0.92,0.2,0.48,91.5,2288,320,0,0,2,3,11,4,2,0,0,0,0,1,0,0,0,1,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",85.71,2,2,0,0
"hampus","Ninjas in Pyjamas",13,7,19,46.15,0,3,0,0,0.52,0.28,0.76,59.3,1482,247,0,0,0,4,6,1,2,0,0,0,0,0,0,1,0,1,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",57.72,7,4,3,0
"dev1ce","Ninjas in Pyjamas",16,3,17,18.75,0,1,0,1,0.64,0.12,0.68,69.6,1740,97,0,0,0,2,12,0,6,0,0,0,0,0,0,1,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",51.4,4,2,1,1
"Plopski","Ninjas in Pyjamas",12,3,18,66.67,0,2,0,3,0.48,0.12,0.72,64.5,1613,322,0,0,0,2,8,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",7.55,2,2,2,1
"LNZ","Ninjas in Pyjamas",10,2,17,60,0,0,2,0,0.4,0.08,0.68,46.3,1157,203,0,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",26.69,3,0,0,0
"REZ","Ninjas in Pyjamas",10,1,19,40,0,2,0,0,0.4,0.04,0.76,55.6,1391,255,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",40.96,1,1,2,0
